Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
105231,5tLMIpf7vZrIuRZPdh243H,Loyla Lo,Sun Study,Hammer,39,103200,False,0.79,0.218,11,-14.49,1,0.389,0.401,0.781,0.0965,0.496,75.093,4,study
102569,3rk4aJ0vAj3cFUIQEeASkT,George Ezra,Green Green Grass,Green Green Grass,77,167613,False,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,4,songwriter
105511,1s8qLcoujrMgMnUmzNMjUn,Matt Large,A Wasteland Fairytale,A Prayer for George,28,179750,False,0.566,0.622,11,-6.906,1,0.064,0.0175,0.917,0.0999,0.244,175.882,4,study
31544,3IT6wMBpuSOiTmM79vanaE,Nessa Barrett,Your Perfect Soundtrack,die first,0,177108,False,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,4,electro
30102,10xV5l9nhLvFpR8mqzs0bL,Marshmello;Khalid,Numb,Numb,87,155588,False,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4,edm
8907,4c0Mgs559lG4sPiEC3XcxY,B.B. King,To Know You Is To Love You,To Know You Is To Love You,54,515000,False,0.872,0.384,0,-16.204,1,0.0388,0.418,0.317,0.0687,0.938,102.597,4,blues
31702,1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Feel So Close - Radio Edit,80,206413,False,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,electro
75534,0Gd2Uu2M8gfilTt7uwl6lW,Jon Schmidt,Bonus Tracks,Jessica's Theme (from The Man from Snowy River),21,307720,False,0.454,0.0368,2,-20.558,1,0.0558,0.984,0.879,0.0805,0.175,130.999,4,new-age
52815,6w0vU4uew2tGRtEJrNPsGT,Floyd Cramer,Last Date,Mumble Jumble,9,133133,False,0.717,0.764,7,-10.067,1,0.068,0.258,0.89,0.0735,0.962,124.818,4,honky-tonk
69546,3kmmE29tWhiYq6Icpd3Y3z,Sujatha;Shreekumar Vakkiyil,Mulla (Original Motion Picture Soundtrack),Kanalukalaadiya,25,274311,False,0.722,0.7,5,-7.059,1,0.032,0.0787,0.00025,0.577,0.718,102.973,4,malay
111287,0PC5KYZpygPcpeq063k4Kj,Emancipator,Safe in the Steep Cliffs,Nevergreen,49,215946,False,0.511,0.42,3,-9.794,0,0.0286,0.375,0.84,0.152,0.239,170.873,4,trip-hop
38248,089RvMWm7LDTQbPNTTMCXH,Jessy Bulbo,Taras Bulba,Mi Muñequita Sintética,37,198786,True,0.62,0.849,11,-3.563,0,0.0336,0.154,3.81e-05,0.365,0.78,150.083,4,garage
49833,5PqVZR35eth8PUnbHPjZSy,Jebroer;Outsiders,Kogels,Kogels,21,201901,True,0.525,0.902,1,-4.322,1,0.243,0.169,5.41e-06,0.358,0.178,95.013,4,hardstyle
54664,5pYFwY1Jc2fYBmkjykdW5g,Yosi Horikawa,Vapor,Starlings,10,293624,False,0.446,0.955,2,-12.47,1,0.182,0.00392,0.722,0.761,0.289,163.976,4,idm
78233,59OAM7U77A9f0mQbEsF6XT,Brings,Karneval Klassiker,Sünderlein,0,240920,False,0.57,0.904,0,-2.876,1,0.0601,0.00284,0.0,0.253,0.478,128.985,4,party
97990,62PsV9XXLUgBwj4FrUskN9,João Paulo & Daniel,Volume 7,Não precisa perdão,43,213986,False,0.714,0.499,0,-7.554,1,0.0282,0.517,0.0,0.141,0.544,112.216,4,sertanejo
30625,71Om1XpFNVscs2mtgwL8Hi,Mabel,Helloween Party,Bad Behaviour,0,205880,False,0.797,0.812,0,-4.334,1,0.0414,0.00451,2.19e-06,0.0787,0.421,106.998,4,edm
5647,4hL09Lfpu8yCjO6ijqIgvQ,Bynmc;MegaR;ZerØ,Adán vs Zeus Rap. El creador y su creación,Adán vs Zeus Rap. El creador y su creación,35,384835,False,0.509,0.843,1,-6.734,1,0.429,0.56,0.0,0.168,0.593,79.317,1,anime
58201,7aFZCKEMHlANdvfocuE4Re,Static-X,Rock and Rap Workout,Skinnyman,21,220200,False,0.584,0.961,1,-5.707,1,0.0475,0.00118,0.387,0.137,0.792,91.391,4,industrial
62066,4i4yd6kbdea6vJdTa516dk,Norah Jones,Holiday Tunes 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,j-pop
22715,4taoA7P7oh1whE2Z4EHJGc,Avernal,El Sangriento,Hoy Podes Pudrirte,22,160106,False,0.518,0.992,6,-3.794,1,0.0565,0.00112,0.000546,0.133,0.381,90.018,4,death-metal
87115,1QJWQRagviM87ff3wQjBkP,O Rappa,Acústico MTV,Pescador de ilusões - Ao vivo acústico,50,306266,False,0.385,0.806,1,-8.967,1,0.0398,0.237,0.00566,0.933,0.693,106.628,4,r-n-b
99399,4XYieGKSlJlHpzB3bl6WMP,Steve Miller Band,Helloween Party,Abracadabra - Remastered 2017,1,307909,False,0.753,0.788,9,-7.271,0,0.0383,0.126,1.07e-06,0.141,0.964,127.521,4,singer-songwriter
21204,24SDeYAeTFda8OUzVI1VR6,Popcaan;Drake;PARTYNEXTDOOR,FIXTAPE,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),64,259651,False,0.571,0.747,7,-4.659,1,0.17,0.478,0.0,0.116,0.635,106.253,4,dancehall
61840,12mlWEYWv1V2heYPdztuZr,STU48,独り言で語るくらいなら<Type B>,僕はこの海を眺めてる,18,283960,False,0.543,0.824,4,-3.403,0,0.0363,0.429,0.0,0.811,0.273,117.995,4,j-idol
57420,3ZUAuDavYW0KrYf1Q3fBDP,Arunraja Kamaraj,Theri (Original Motion Picture Soundtrack),Dub Theri Step,48,119690,False,0.602,0.734,7,-6.918,1,0.0773,0.00202,0.00448,0.325,0.124,160.23,4,indie
29796,1LikBIcmCec6zE64SHFcMK,Porter Robinson,Worlds,Fresh Static Snow,45,358760,False,0.636,0.499,9,-5.775,1,0.041,0.00744,0.0169,0.112,0.234,90.996,4,dubstep
77044,2YGWqGwDmlwVfK2sxt11uV,Sorriso Maroto,É Diferente (Ao Vivo),A Primeira Namorada - Ao Vivo,59,219640,False,0.635,0.76,7,-8.229,1,0.0326,0.611,0.0,0.802,0.652,140.007,4,pagode
65626,5awNIWVrh2ISfvPd5IUZNh,LOONA,[&],PTT (Paint The Town),69,201120,False,0.781,0.814,8,-2.437,1,0.1,0.0735,1.92e-05,0.0565,0.546,124.028,4,k-pop
94403,5soQtEhISBDfXVngnGUAbF,lofi.samurai,dearest,dearest,56,96160,False,0.951,0.362,0,-9.931,1,0.182,0.492,0.021,0.0917,0.756,100.023,4,sad
25636,7MYVzRqFoLXnOKc1Ls7pzE,CamaSutra,Tego Chcesz,Będę Tylko Twoja,32,188174,False,0.735,0.916,11,-3.53,1,0.0511,0.0476,2.4e-06,0.397,0.914,137.008,4,disco
88146,3zTkz1DCxJk09e3iBH8xXi,KAROL G,Perreo Tenebroso Vol. 4,Punto G,0,183160,False,0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000125,0.125,0.903,165.994,4,reggae
31514,3uc8AGNL0KbvISIrjnfRvN,Lauv;LANY,~how i'm feeling~,Mean It,71,232853,False,0.746,0.45,7,-8.543,1,0.0873,0.0407,0.0,0.172,0.336,95.998,4,electro
20714,4jp4Z02kzzg8gK0NmDGgml,K-391;Alan Walker;Tungevaag;Mangoo,Play,Play,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,dance
87190,1tnZipedfyuRJlxkW8o5za,Robert Palmer,80's,Simply Irresistible,0,254293,False,0.646,0.934,9,-6.955,1,0.0531,0.129,1.03e-05,0.0443,0.698,142.616,4,r-n-b
77463,1DAtvGhEuPUonbUdKEKDyO,Grupo Clareou,A Carne É Fraca (Ao Vivo),A Carne É Fraca - Ao Vivo,44,222046,False,0.584,0.819,0,-7.528,1,0.0521,0.435,0.0,0.733,0.905,168.204,4,pagode
57424,2IVsRhKrx8hlQBOWy4qebo,Ricky Montgomery,Montgomery Ricky,Mr Loverman,79,216880,False,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,3,indie
54929,3js8NYNxKiAgMhviF33zPu,arai tasuku,Fantasmagorie The Ghost Show -Original Soundtrack-,Resonance,9,54000,False,0.49,0.00201,9,-30.975,0,0.0864,0.663,0.00355,0.0946,0.181,96.779,1,idm
17282,2ZweT6b3eqIrX8OV33ldlO,dj Shawny,Little Einsteins Tangin Song,Little Einsteins Tangin Song,41,66913,False,0.711,0.728,1,-3.977,0,0.335,0.00631,0.00109,0.0887,0.461,164.871,4,club
49396,7mEnXosuTHG82QMxKtoALU,Mike NRG;D-Fence,Lost in Dreams (Q-BASE 2017 Warehouse OST) [D-Fence Remix],Lost in Dreams (Q-BASE 2017 Warehouse Soundtrack) - D-Fence Remix - Edit,24,180020,False,0.474,0.979,11,-4.261,0,0.155,0.14,0.000204,0.476,0.0989,174.982,4,hardstyle
106633,1LX8bbytb6noriWdMF7vnS,Gyllene Tider,Finn Fem Fel,Tuffa tider (För en drömmare),37,188240,False,0.598,0.704,2,-7.133,1,0.0443,0.349,1.37e-05,0.219,0.807,164.976,4,swedish
31893,2jRISGsO4RTm9CQVb1Jusn,Clara Mae,I'm Not Her,I'm Not Her,60,194204,False,0.477,0.51,2,-8.94,1,0.275,0.228,0.0,0.0755,0.477,111.893,5,electro
104133,5H77WHbaZcBDlAvwej5uf3,Soraya,Halloween 2022 Pop Vol. 5,De Repente,0,245933,False,0.857,0.58,8,-6.42,1,0.0298,0.794,0.0132,0.339,0.829,118.123,4,spanish
62345,27LtwN20Rvhi6LVmUaaucZ,Ezginin Günlügü,İlk Aşk,Zerdaliler,45,260480,False,0.407,0.292,2,-10.662,0,0.0497,0.94,0.00121,0.11,0.293,86.411,1,j-pop
8014,4L6mJJhYx3PNhKhaXX4BCw,Lynyrd Skynyrd,Country Car Hits,Simple Life,1,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,blues
9924,07CgSl5vWjcXMX4zYkbrLX,Irmã Kelly Patrícia;Padre Marcelo Rossi;Padre Fábio De Melo;Padre Reginaldo Manzotti;Padre Omar;Padre Juarez de Castro;Padre Gleuson Gomes,No Coração da Jornada,Tantum Ergo,43,314746,False,0.272,0.161,4,-13.479,1,0.0314,0.884,2.07e-05,0.12,0.221,102.972,5,brazil
102772,0QHST6B9xjYappSPkG6M6V,Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,14,62,140800,False,0.608,0.634,2,-5.65,1,0.212,0.722,0.0,0.12,0.701,104.51,4,songwriter
39337,3ksrirMSqxsvNebKmx5UEM,Hans Zimmer,Hans Zimmer: Epic Scores,Hunger,13,395720,False,0.31,0.329,2,-15.955,1,0.049,0.146,0.889,0.111,0.0352,111.923,4,german
67881,2YVn2wkwLYSVkSV6qgKIPg,Kevin Martes 13,Inmortal,Jarabe - Remastered,55,142814,False,0.666,0.828,10,-5.896,0,0.0564,0.0463,0.0,0.354,0.69,97.992,4,latin
11245,3y6h0VvSiZREDgu3hf4mTk,John Rutter;Bryn Terfel;Côrdydd;Sioned James;Welsh National Opera Orchestra;Tecwyn Evans,Classical Christmas,Shepherd's Pipe Carol (Adapted by Chris Hazell),0,177794,False,0.443,0.208,5,-19.566,1,0.0399,0.969,0.332,0.0629,0.636,129.926,3,british
94728,4BJWZYtoDhqFIYXZYpu3NI,Zach Diamond,Boomerang,Boomerang,53,160520,False,0.831,0.617,7,-8.751,0,0.0613,0.169,0.0,0.126,0.712,144.086,4,sad
105289,4hRlr5mM9z0szgLB2PBfc5,Matt Large,Stances,Yes Yes Y'all,14,144108,False,0.701,0.495,7,-7.106,1,0.442,0.00787,0.29,0.0796,0.81,191.993,4,study
98483,7yJCCeTLGA5kLdVtpGk8U2,Carolee Carmello;Robert Lenzi;Andrew Keenan-Bolger;Tuck Everlasting Original Broadway Company,Tuck Everlasting (Original Broadway Cast Recording),The Wheel - Finale,24,77293,False,0.326,0.171,5,-11.386,1,0.049,0.813,4.44e-06,0.109,0.32,64.976,4,show-tunes
28152,569BGSWQapYD8Niuy67Cal,Seven Lions;Blastoyz;Fiora,After Dark (feat. Fiora),After Dark (feat. Fiora),48,229859,False,0.558,0.976,1,-3.906,0,0.125,0.00316,0.38,0.166,0.301,142.003,4,dub
99546,2einB00Doep8LZImPipb9r,Don Henley,80s Bangers Vol. 1,The Boys Of Summer,2,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,singer-songwriter
2869,4yffABDkB5A9flvr9vQFck,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Howlin' for You,66,191956,False,0.725,0.747,11,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,4,alt-rock
54069,4U6MtSRFua5nFhPI1fYUwx,Kyson,Lucky Notes,Movement Schedule,0,130909,False,0.31,0.229,11,-14.422,1,0.0343,0.982,0.689,0.112,0.2,121.178,4,idm
36872,00KPxBKmSKv26ComPaEZe8,Alexandre Desplat,The Lost King (Original Motion Picture Soundtrack),City’s Archives,19,205453,False,0.195,0.228,5,-14.972,0,0.0371,0.939,0.904,0.0841,0.0725,93.764,4,french
109158,5jpe3La1qz7jKxTRv85JE9,Angelov,Cabora EP,Retrida,46,499208,False,0.797,0.832,1,-10.4,1,0.0476,0.00576,0.919,0.101,0.339,123.001,4,techno
79973,6L6TuOAEZHf93tJULIjQrj,Yiruma,Blind Film,Waltz in C Minor (Only for Piano),50,228293,False,0.377,0.0725,0,-22.218,0,0.0584,0.993,0.912,0.174,0.0472,67.547,3,piano
73393,2A5dn1V8Sbghh2jHqYju9Q,Boris Brejcha;Ginger,Space Diver,Happinezz,41,472320,False,0.787,0.496,7,-12.325,1,0.0611,0.00502,0.865,0.0975,0.169,125.018,4,minimal-techno
45294,00orPZkzsOCrPiF8pWyoDA,Jesse Rice,The Pirate Sessions,Haze of the Rum,27,192306,False,0.534,0.76,8,-6.103,1,0.0357,0.0996,0.0,0.306,0.641,166.066,4,guitar
53455,1gihuPhrLraKYrJMAEONyc,Calvin Harris,18 Months,Feel So Close - Radio Edit,80,206413,False,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,house
109645,68NW6s726X22J4t8sy7Feo,Scooter,20 Years of Hardcore (Remastered),The Only One,28,211785,False,0.505,0.973,9,-4.703,0,0.0919,0.00136,0.000114,0.185,0.293,134.94,4,techno
101817,4VTYAMP7kQ7YjmGpGtuJBo,Felix Werner,Lighthouses (Ambient Version),Lighthouses - Ambient Version,59,183996,False,0.208,0.0581,2,-27.906,1,0.0502,0.842,0.624,0.109,0.0394,68.942,4,sleep
77774,2YCx4I27GMSixz9IEwGqGP,Vou Zuar;Ferrugem,Sinto Sua Falta / Insegurança / Eu Nunca Amei Assim,Sinto Sua Falta / Insegurança / Eu Nunca Amei Assim,44,357868,False,0.47,0.727,5,-5.442,0,0.041,0.677,0.0,0.284,0.694,82.825,4,pagode
18777,7vEF7OrChbeZg7ZAXwnAZT,Ryan Sickler,Above Ground Cool,Public Restroom Attendant,20,154788,False,0.491,0.887,9,-7.859,0,0.862,0.774,0.0,0.699,0.421,131.207,5,comedy
100373,1DIGB5kZKiHnEb2uWxzjzY,Big D and the Kids Table,How It Goes,Little Bitch,35,137773,False,0.444,0.953,0,-1.644,1,0.199,0.023,0.0,0.144,0.609,189.79,4,ska
92398,3agQa2P1Kr5YAq58nvIT8t,Los Teen Tops,La Gran Coleccion Del 60 Aniversario CBS - Los Teen Tops,Rock Nena Linda (Rock Pretty Baby),31,107533,False,0.525,0.641,4,-6.825,1,0.0793,0.572,0.0,0.253,0.919,95.273,4,rockabilly
77399,1KO8qC9PQwMCEpO0IcQFtB,Thiaguinho,Meu Nome É Thiago André (Ao Vivo),A Lenda - Ao Vivo,46,217653,False,0.423,0.521,4,-8.526,1,0.0293,0.623,2.27e-06,0.431,0.324,156.032,4,pagode
81244,1iiCRJZbYDfXJJnAKwY7Ph,Ed Sheeran;Throttle,10's Dance Classics,Castle On the Hill - Throttle Remix,0,220879,False,0.586,0.86,2,-4.023,1,0.0539,0.0412,0.0,0.372,0.203,138.03,4,pop
108014,2qy2u4LhIS8OSnnmJdvo1n,Nelly Omar,Nelly Omar - Desde el alma,Desde el alma,31,156920,False,0.534,0.456,4,-6.494,0,0.0595,0.928,4.73e-05,0.155,0.772,89.14,3,tango
99911,41SIHXoItJqYfl8B8klTrb,Prateek Kuhad,In Tokens & Charms,Held You Tight,33,205918,False,0.675,0.54,1,-11.309,1,0.0503,0.00697,0.00529,0.231,0.562,119.997,4,singer-songwriter
55835,0hwr0giW0okbMxvOx0bXYj,Seedhe Maut;Sez on the Beat,Nayaab,Teen Dost,44,168007,True,0.921,0.552,1,-9.075,0,0.348,0.283,0.0,0.11,0.546,128.074,4,indian
26226,5pdQmWZjJnZ0kuekkIsqup,Pelle Emil Hebsgaard;Aya Ingrid Alber,Coco (Originalt Dansk Soundtrack),Forglem mig ej (vuggevise),26,69813,False,0.529,0.075,0,-19.979,1,0.0543,0.895,1.49e-06,0.115,0.236,66.354,4,disney
33157,7JIuqL4ZqkpfGKQhYlrirs,Paramore,Brand New Eyes,The Only Exception,74,267653,False,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,3,emo
